"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"Supply","","","",1,1,"","","","","Base for all elements","Base definition for all elements in a resource.","","","","","","","","","",,,,,"",,,,"Element",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","n/a"
"Supply.id","","","",1,*,"","","","string {[]} {[]}
","id","SHALL contain at least one [1..*] id (CONF:1098-7430).","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"Supply.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"Supply.classCode","","","",1,1,"","","","code {[]} {[]}
","classCode","SHALL contain exactly one [1..1] @classCode=""SPLY"" (CodeSystem: HL7ActClass urn:oid:2.16.840.1.113883.5.6 STATIC) (CONF:1098-7427).","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""SPLY""/>","","<valueCode xmlns=""http://hl7.org/fhir"" value=""SPLY""/>","<valueString xmlns=""http://hl7.org/fhir"" value=""SPLY""/>","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-ActClassSupply","",,,,"Supply.classCode",1,1,"",""
"Supply.moodCode","","","",1,1,"","","","code {[]} {[]}
","moodCode","SHALL contain exactly one [1..1] @moodCode=""INT"" (CodeSystem: HL7ActMood urn:oid:2.16.840.1.113883.5.1001 STATIC) (CONF:1098-7428).","","","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""INT""/>","","","",,,,,"",,,,"Supply.moodCode",1,1,"",""
"Supply.templateId","","","",0,*,"","","","http://hl7.org/fhir/cda/StructureDefinition/II {[]} {[]}
","","SHALL contain exactly one [1..1] templateId (CONF:1098-7429) such that it","","","","","","","","","",,,,,"","value:root}
value:extension}","",,"open","Supply.templateId",0,*,"",""
"Supply.templateId","templateId1","","",1,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/II {[]} {[]}
","templateId","SHALL contain exactly one [1..1] templateId (CONF:1098-7429) such that it","","","","","","","","","",,,,,"",,,,"Supply.templateId",0,*,"",""
"Supply.code","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/CD {[]} {[]}
","","","","","","","","","","","",,"extensible","","http://terminology.hl7.org/ValueSet/v3-ActCode","",,,,"Supply.code",0,1,"",""
"Supply.text","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/ED {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Supply.text",0,1,"",""
"Supply.statusCode","","","",1,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/CS {[]} {[]}
","statusCode","SHALL contain exactly one [1..1] statusCode (CONF:1098-7432).","","","","","","","","","",,,,,"",,,,"Supply.statusCode",0,1,"",""
"Supply.effectiveTime","","","",0,*,"","","","http://hl7.org/fhir/cda/StructureDefinition/SXCM_TS {[]} {[]}
http://hl7.org/fhir/cda/StructureDefinition/IVL_TS {[]} {[]}http://hl7.org/fhir/cda/StructureDefinition/EIVL_TS {[]} {[]}http://hl7.org/fhir/cda/StructureDefinition/PIVL_TS {[]} {[]}http://hl7.org/fhir/cda/StructureDefinition/SXPR_TS {[]} {[]}","","SHOULD contain zero or one [0..1] effectiveTime (CONF:1098-15143) such that it","","","","","","","","","",,,,,"","value:high}
","",,"open","Supply.effectiveTime",0,*,"",""
"Supply.effectiveTime","effectiveTime1","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/SXCM_TS {[]} {[]}
http://hl7.org/fhir/cda/StructureDefinition/IVL_TS {[]} {[]}http://hl7.org/fhir/cda/StructureDefinition/EIVL_TS {[]} {[]}http://hl7.org/fhir/cda/StructureDefinition/PIVL_TS {[]} {[]}http://hl7.org/fhir/cda/StructureDefinition/SXPR_TS {[]} {[]}","effectiveTime","SHOULD contain zero or one [0..1] effectiveTime (CONF:1098-15143) such that it","","","","","","","","","",,,,,"",,,,"Supply.effectiveTime",0,*,"",""
"Supply.priorityCode","","","",0,*,"","","","http://hl7.org/fhir/cda/StructureDefinition/CE {[]} {[]}
","","","","","","","","","","","",,"extensible","","http://terminology.hl7.org/ValueSet/v3-ActPriority","",,,,"Supply.priorityCode",0,*,"",""
"Supply.repeatNumber","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/IVL_INT {[]} {[]}
","repeatNumber","SHOULD contain zero or one [0..1] repeatNumber (CONF:1098-7434).","","","","","","","","","",,,,,"",,,,"Supply.repeatNumber",0,1,"",""
"Supply.independentInd","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/BL {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Supply.independentInd",0,1,"",""
"Supply.quantity","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/PQ {[]} {[]}
","quantity","SHOULD contain zero or one [0..1] quantity (CONF:1098-7436).","","","","","","","","","",,,,,"",,,,"Supply.quantity",0,1,"",""
"Supply.expectedUseTime","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/IVL_TS {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Supply.expectedUseTime",0,1,"",""
"Supply.product","","","",0,1,"","","","Element {[]} {[]}
","product","MAY contain zero or one [0..1] product (CONF:1098-7439).","","","","","","","","","",,,,,"",,,,"Supply.product",0,1,"",""
"Supply.product.typeCode","","","",1,1,"","","","code {[]} {[]}
","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""PRD""/>","","<valueCode xmlns=""http://hl7.org/fhir"" value=""PRD""/>","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-ParticipationTargetDirect","",,,,"Supply.product.typeCode",1,1,"",""
"Supply.product.manufacturedProduct","","","",1,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/ManufacturedProduct {[CanonicalType[http://hl7.org/fhir/cda/ccda/StructureDefinition/2.16.840.1.113883.10.20.22.4.23]]} {[]}
http://hl7.org/fhir/cda/StructureDefinition/ManufacturedProduct {[CanonicalType[http://hl7.org/fhir/cda/ccda/StructureDefinition/2.16.840.1.113883.10.20.22.4.54]]} {[]}","manufacturedProduct","The product, if present, SHALL contain exactly one [1..1] Medication Information (V2) (identifier: urn:hl7ii:2.16.840.1.113883.10.20.22.4.23:2014-06-09) (CONF:1098-16093).","","","","","","","","","",,,,,"",,,,"Supply.product.manufacturedProduct",1,1,"",""
"Supply.subject","","","",0,1,"","","","Element {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Supply.subject",0,1,"",""
"Supply.subject.typeCode","","","",1,1,"","","","code {[]} {[]}
","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""SBJ""/>","","<valueCode xmlns=""http://hl7.org/fhir"" value=""SBJ""/>","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-ParticipationTargetSubject","",,,,"Supply.subject.typeCode",1,1,"",""
"Supply.subject.contextControlCode","","","",1,1,"","","","code {[]} {[]}
","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""OP""/>","","<valueCode xmlns=""http://hl7.org/fhir"" value=""OP""/>","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-ContextControl","",,,,"Supply.subject.contextControlCode",1,1,"",""
"Supply.subject.awarenessCode","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/CE {[]} {[]}
","","","","","","","","","","","",,"extensible","","http://terminology.hl7.org/ValueSet/v3-TargetAwareness","",,,,"Supply.subject.awarenessCode",0,1,"",""
"Supply.subject.relatedSubject","","","",1,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/RelatedSubject {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Supply.subject.relatedSubject",1,1,"",""
"Supply.specimen","","","",0,*,"","","","Element {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Supply.specimen",0,*,"",""
